epoch,train_loss,train_acc,val_loss,val_acc
1,0.4126437593251467,0.8275,0.778420110543569,0.6666666666666666
2,0.09506356599740684,0.98,0.885660727818807,0.7333333333333333
3,0.06976529500214383,0.976875,1.1713486115137737,0.6
4,0.028285718786064534,0.995625,1.1120988925298054,0.7
5,0.01666723216534592,0.99625,1.025890596707662,0.7
6,0.013856899187667296,0.9975,1.1664432843526205,0.7
7,0.0064201082399813455,1.0,1.2366898775100708,0.7
8,0.0061774547642562535,1.0,1.2561294635136921,0.6666666666666666
9,0.003579337225819472,1.0,1.2611098845799764,0.7
10,0.004103740147547797,1.0,1.308880297342936,0.7
11,0.006303221545531415,0.999375,1.5766138315200806,0.6333333333333333
