epoch,train_loss,train_acc,val_loss,val_acc
1,0.34777054851750533,0.8693333333333333,1.4022824168205261,0.525
2,0.09895915881792704,0.966,1.5496937811374665,0.6
3,0.05792455344895522,0.9853333333333333,1.5100095391273498,0.625
4,0.03773619505514701,0.9886666666666667,1.712794554233551,0.55
5,0.020595835048705338,0.996,1.634459662437439,0.525
6,0.019419910543287795,0.9953333333333333,1.2502107977867127,0.575
7,0.007127802824911972,0.9993333333333333,1.426057803630829,0.6
8,0.009832956060146293,0.9986666666666667,1.3740763783454895,0.625
9,0.00516978891318043,0.9986666666666667,1.4745069861412048,0.575
10,0.005653160320129245,0.9993333333333333,1.5558265507221223,0.625
11,0.009422456779827674,0.9966666666666667,1.5311841368675232,0.6
12,0.01057669679603229,0.9973333333333333,1.391182267665863,0.6
13,0.0028256337645774085,1.0,1.614237904548645,0.575
14,0.009877122501221795,0.9966666666666667,1.5061992704868317,0.6
15,0.0044856923148036,1.0,1.640432846546173,0.575
16,0.0023803598219528793,1.0,1.6748873472213746,0.55
