epoch,train_loss,train_acc,val_loss,val_acc
1,0.42808877388636274,0.832,2.0698710441589356,0.3
2,0.09199753605326016,0.978,3.384865474700928,0.25
3,0.052413941010832785,0.9886666666666667,2.1571690797805787,0.4
4,0.044756786872943245,0.986,4.399206924438476,0.25
5,0.0401338251059254,0.99,2.0202829837799072,0.4
6,0.024226557744046053,0.9946666666666667,2.8253751754760743,0.4
7,0.00722618825485309,0.9993333333333333,3.0457361459732057,0.325
8,0.01264540195154647,0.9973333333333333,1.701047956943512,0.5
9,0.02523218388296664,0.9933333333333333,4.5828040599822994,0.275
10,0.007438747709306578,0.9993333333333333,4.213343477249145,0.3
11,0.013452498307762047,0.996,3.0883584022521973,0.325
12,0.007290666801544527,1.0,3.520590305328369,0.325
13,0.0031980329199383655,1.0,3.099104118347168,0.35
14,0.003097604532260448,1.0,3.2304936408996583,0.325
15,0.0032560407001680385,0.9993333333333333,4.027735471725464,0.325
16,0.0013903813262392457,1.0,3.7646718978881837,0.325
17,0.0017931800968168925,1.0,4.403196477890015,0.275
18,0.0029687704883593446,0.9993333333333333,3.93452525138855,0.325
