epoch,train_loss,train_acc,val_loss,val_acc
1,0.6828407948357719,0.5714285714285714,0.7915672898292542,0.2
2,0.6615691144125803,0.62,0.7823757290840149,0.3
3,0.648466386454446,0.6528571428571428,0.6621514439582825,0.55
4,0.6272783878871373,0.6828571428571428,0.6979608297348022,0.55
5,0.5948660431589399,0.7,0.7524322986602783,0.5
6,0.5800301725523812,0.7371428571428571,0.6462429881095886,0.6
7,0.5572254909787859,0.7457142857142857,0.6580034613609314,0.6
8,0.5242031872272491,0.7571428571428571,0.693447744846344,0.65
9,0.5040775152615139,0.7657142857142857,0.6946540474891663,0.65
10,0.4995260543482644,0.7742857142857142,0.6484913468360901,0.65
11,0.46431513701166427,0.7957142857142857,0.5645263195037842,0.75
12,0.44729329875537327,0.8157142857142857,0.5500659108161926,0.7
13,0.43846368517194473,0.8028571428571428,0.5214728951454163,0.75
14,0.4211864903994969,0.8142857142857143,0.5341795921325684,0.75
15,0.4203996673652104,0.8085714285714286,0.6050461053848266,0.7
16,0.41397073234830584,0.8157142857142857,0.5267730593681336,0.75
17,0.39091582136494774,0.8414285714285714,0.5137877285480499,0.75
18,0.3960437495367868,0.8285714285714286,0.5319981575012207,0.75
19,0.3873197793960571,0.8214285714285714,0.5565807104110718,0.75
20,0.36612201367105757,0.8385714285714285,0.48234121799468993,0.8
21,0.3640198964732034,0.8328571428571429,0.45028740763664243,0.75
22,0.35634115287235807,0.8542857142857143,0.459483802318573,0.8
23,0.3429106436456953,0.8471428571428572,0.48578218221664426,0.8
24,0.3402446918828147,0.8571428571428571,0.4717916250228882,0.8
25,0.33763117398534503,0.85,0.3977686583995819,0.85
26,0.3097921792098454,0.8757142857142857,0.45080009698867796,0.85
27,0.3037023288011551,0.8671428571428571,0.5565698862075805,0.75
28,0.2947896374974932,0.8814285714285715,0.49361720085144045,0.75
29,0.32181841620377133,0.8371428571428572,0.4738044738769531,0.8
30,0.3033552476337978,0.8742857142857143,0.5060448169708252,0.75
31,0.30112207327570234,0.8828571428571429,0.489073646068573,0.8
32,0.30445621286119734,0.8585714285714285,0.5114495396614075,0.75
33,0.28772432940346854,0.8728571428571429,0.4480511546134949,0.85
34,0.27836140964712414,0.89,0.5055378794670105,0.8
35,0.3059389417512076,0.8657142857142858,0.511126708984375,0.75
