epoch,train_loss,train_acc,val_loss,val_acc
1,0.6903711522950067,0.5355555555555556,0.7584421157836914,0.35
2,0.6691710148917304,0.6011111111111112,0.7320637583732605,0.5
3,0.6516348764631483,0.63,0.7275510311126709,0.55
4,0.6317473724153306,0.6633333333333333,0.6936508655548096,0.55
5,0.6077425154050191,0.7055555555555556,0.6616082191467285,0.65
6,0.5841931051678128,0.73,0.6462999224662781,0.65
7,0.561455598142412,0.7566666666666667,0.6230666160583496,0.65
8,0.5283410517374675,0.7755555555555556,0.5772824764251709,0.65
9,0.5062618186738757,0.7866666666666666,0.5576739430427551,0.7
10,0.4846314345465766,0.7977777777777778,0.5631903648376465,0.75
11,0.4575505823559231,0.7922222222222223,0.5378476619720459,0.8
12,0.42980649603737725,0.8277777777777777,0.5250319242477417,0.8
13,0.4264829304483202,0.8166666666666667,0.5046315550804138,0.8
14,0.3993194153573778,0.8244444444444444,0.5155465245246887,0.8
15,0.3764205551147461,0.8455555555555555,0.5119846582412719,0.8
16,0.3693802377912733,0.83,0.5930179357528687,0.75
17,0.3417365900675456,0.8522222222222222,0.5348585903644562,0.75
18,0.33164796312650047,0.8455555555555555,0.525219988822937,0.8
19,0.3091743752691481,0.8755555555555555,0.5854195296764374,0.8
20,0.3043197565608554,0.8733333333333333,0.5309618949890137,0.75
21,0.317379055817922,0.8611111111111112,0.5856024980545044,0.8
22,0.30177327394485476,0.8788888888888889,0.49823738932609557,0.8
23,0.29477086464564006,0.8766666666666667,0.5726981788873673,0.8
24,0.2564218544960022,0.9033333333333333,0.5994678676128388,0.75
25,0.25847058614095053,0.9077777777777778,0.5512788474559784,0.75
26,0.2786396508746677,0.8977777777777778,0.5522992074489593,0.75
27,0.2539509098397361,0.9144444444444444,0.5962735414505005,0.75
28,0.2575928118493822,0.8955555555555555,0.5853062272071838,0.75
29,0.25329187432924904,0.8977777777777778,0.5439192175865173,0.75
30,0.2587632440196143,0.8977777777777778,0.5623695075511932,0.75
31,0.254024631579717,0.9055555555555556,0.5600625038146972,0.7
32,0.24534468465381198,0.9044444444444445,0.611038076877594,0.75
