epoch,train_loss,train_acc,val_loss,val_acc
1,0.6915824076275766,0.5382716049382716,0.671567424138387,0.5333333333333333
2,0.666712706030151,0.6074074074074074,0.6597659905751546,0.6
3,0.652039337599719,0.6419753086419753,0.6741173744201661,0.5
4,0.6288326253125697,0.7074074074074074,0.7132190306981404,0.5
5,0.5925609885910411,0.7555555555555555,0.7092252453168233,0.4666666666666667
6,0.5478572088995097,0.7987654320987654,0.6908035000165303,0.43333333333333335
7,0.5298606872558593,0.7691358024691358,0.7219787478446961,0.4
8,0.51139352902954,0.7851851851851852,0.7138365864753723,0.4666666666666667
9,0.5023980596183258,0.7938271604938272,0.7463734745979309,0.43333333333333335
10,0.4909950366726628,0.7901234567901234,0.740217391649882,0.43333333333333335
11,0.46031373562636196,0.8012345679012346,0.7573938965797424,0.4666666666666667
12,0.4645724873483917,0.7987654320987654,0.7783130447069804,0.43333333333333335
