epoch,train_loss,train_acc,val_loss,val_acc
1,0.7105851367266491,0.47575757575757577,0.6232783794403076,0.7
2,0.6749094658427768,0.5585858585858586,0.8169883489608765,0.2
3,0.6368499844965309,0.6777777777777778,0.8002513647079468,0.5
4,0.6005479250291381,0.7131313131313132,0.868699312210083,0.5
5,0.5640976828758163,0.7434343434343434,0.9051763415336609,0.6
6,0.545222397765728,0.7333333333333333,0.9824739098548889,0.5
7,0.5216865181320846,0.7616161616161616,0.9091417193412781,0.7
8,0.5039564513196849,0.7666666666666667,1.0084328651428223,0.6
9,0.496831778865872,0.7737373737373737,0.9481504559516907,0.7
10,0.46536275792603543,0.8080808080808081,1.0044448375701904,0.7
11,0.4612162243236195,0.7848484848484848,1.1336947679519653,0.5
