epoch,train_loss,train_acc,val_loss,val_acc
1,0.7073444066728864,0.5614285714285714,0.8039644527435302,0.32
2,0.6683200999668666,0.6028571428571429,0.7777725577354431,0.44
3,0.6407290625572205,0.6628571428571428,0.9172570133209228,0.2
4,0.6087431284359524,0.7171428571428572,0.8391129040718078,0.42
5,0.5688127728870936,0.77,0.7732195711135864,0.5
6,0.5209692311286926,0.77,0.9476566529273986,0.38
7,0.48157037820134846,0.82,1.0465723037719727,0.38
8,0.4374510211603982,0.8171428571428572,1.2857805967330933,0.28
9,0.40712884868894306,0.84,1.2954025506973266,0.32
10,0.35691683786255973,0.8542857142857143,1.2136039733886719,0.36
11,0.36814711843218123,0.84,1.2601501178741454,0.36
12,0.3277874984060015,0.8628571428571429,1.2946220016479493,0.36
13,0.31630360288279397,0.88,1.3492748832702637,0.38
14,0.3030952194758824,0.8842857142857142,1.3562037992477416,0.42
15,0.29975898044449945,0.89,1.3909287500381469,0.36
