epoch,train_loss,train_acc,val_loss,val_acc
1,0.7049375279744466,0.5233333333333333,0.8027228673299154,0.3
2,0.6663034772872924,0.62,0.7920511643091838,0.36666666666666664
3,0.6399201167954339,0.6555555555555556,0.791846485932668,0.36666666666666664
4,0.6076630772484674,0.7077777777777777,0.8387053966522217,0.36666666666666664
5,0.567943521340688,0.7388888888888889,0.8873148600260417,0.36666666666666664
6,0.5363601289855109,0.7577777777777778,1.0115373452504477,0.36666666666666664
7,0.5235694501135084,0.7466666666666667,0.9439956625302632,0.43333333333333335
8,0.47726790454652573,0.7988888888888889,0.9432888785998027,0.5
9,0.4688327301873101,0.7966666666666666,0.9423696835835774,0.4666666666666667
10,0.4440874413649241,0.8188888888888889,0.9177826722462972,0.5
11,0.44343108707004125,0.8277777777777777,1.0051739454269408,0.4666666666666667
12,0.42448137124379476,0.82,1.0804386536280315,0.4666666666666667
13,0.41243191401163737,0.8177777777777778,0.9190110365549723,0.5
